"idsensore","tipologia","unit_dimisura","idstazione","nomestazione","quota","provincia","datastart","datastop","storico","cgb_nord","cgb_est","lng","lat","location"
"14355","Direzione Vento","°","1359","Breno Lago Della Vacca","2410","BS","2012-12-09T00:00:00.000",,"N","5090337","611798","10.442716428689312","45.957496834144656","
,  
(45.957496834144656, 10.442716428689312)"
"14360","Velocità Vento","m/s","1359","Breno Lago Della Vacca","2410","BS","2012-12-09T00:00:00.000",,"N","5090337","611798","10.442716428689312","45.957496834144656","
,  
(45.957496834144656, 10.442716428689312)"
"14364","Altezza Neve","cm","1359","Breno Lago Della Vacca","2410","BS","2012-12-09T00:00:00.000",,"N","5090337","611798","10.442716428689312","45.957496834144656","
,  
(45.957496834144656, 10.442716428689312)"
"14365","Precipitazione","mm","1359","Breno Lago Della Vacca","2410","BS","2012-12-09T00:00:00.000",,"N","5090337","611798","10.442716428689312","45.957496834144656","
,  
(45.957496834144656, 10.442716428689312)"
"14367","Temperatura","°C","1360","Clusone SP 671","564","BG","2012-11-14T00:00:00.000",,"N","5081243","572409","9.933128277592514","45.88094395586997","
,  
(45.88094395586997, 9.933128277592514)"
"14370","Umidità Relativa","%","1360","Clusone SP 671","564","BG","2012-11-14T00:00:00.000",,"N","5081243","572409","9.933128277592514","45.88094395586997","
,  
(45.88094395586997, 9.933128277592514)"
"14374","Direzione Vento","°","1360","Clusone SP 671","564","BG","2012-11-16T00:00:00.000",,"N","5081243","572409","9.933128277592514","45.88094395586997","
,  
(45.88094395586997, 9.933128277592514)"
"14379","Velocità Vento","m/s","1360","Clusone SP 671","564","BG","2012-11-16T00:00:00.000",,"N","5081243","572409","9.933128277592514","45.88094395586997","
,  
(45.88094395586997, 9.933128277592514)"
"14384","Precipitazione","mm","1360","Clusone SP 671","564","BG","2012-11-21T00:00:00.000",,"N","5081243","572409","9.933128277592514","45.88094395586997","
,  
(45.88094395586997, 9.933128277592514)"
"14385","Radiazione Globale","W/m²","1360","Clusone SP 671","564","BG","2012-11-14T00:00:00.000",,"N","5081243","572409","9.933128277592514","45.88094395586997","
,  
(45.88094395586997, 9.933128277592514)"
"14390","Direzione Vento","°","100","Milano Lambrate","120","MI","2012-11-15T00:00:00.000",,"N","5038171","520120","9.257515399681068","45.49677982403948","
,  
(45.49677982403948, 9.257515399681068)"
"14391","Velocità Vento","m/s","100","Milano Lambrate","120","MI","2012-11-15T00:00:00.000",,"N","5038171","520120","9.257515399681068","45.49677982403948","
,  
(45.49677982403948, 9.257515399681068)"
"14399","Temperatura","°C","1365","Bione","911","BS","2012-11-18T00:00:00.000",,"N","5057931","603395","10.32736288461117","45.667218260274865","
,  
(45.667218260274865, 10.32736288461117)"
"14402","Umidità Relativa","%","1365","Bione","911","BS","2012-11-18T00:00:00.000",,"N","5057931","603395","10.32736288461117","45.667218260274865","
,  
(45.667218260274865, 10.32736288461117)"
"14405","Radiazione Globale","W/m²","1365","Bione","911","BS","2012-11-18T00:00:00.000",,"N","5057931","603395","10.32736288461117","45.667218260274865","
,  
(45.667218260274865, 10.32736288461117)"
"14406","Precipitazione","mm","1365","Bione","911","BS","2012-11-18T00:00:00.000",,"N","5057931","603395","10.32736288461117","45.667218260274865","
,  
(45.667218260274865, 10.32736288461117)"
"14408","Direzione Vento","°","1365","Bione","911","BS","2012-11-18T00:00:00.000",,"N","5057931","603395","10.32736288461117","45.667218260274865","
,  
(45.667218260274865, 10.32736288461117)"
"14413","Velocità Vento","m/s","1365","Bione","911","BS","2012-11-18T00:00:00.000",,"N","5057931","603395","10.32736288461117","45.667218260274865","
,  
(45.667218260274865, 10.32736288461117)"
"14443","Precipitazione","mm","1366","Porlezza torrente","291","CO","2012-12-12T00:00:00.000",,"N","5098254","510895","9.140799377952803","46.03777316988709","
,  
(46.03777316988709, 9.140799377952803)"
"14445","Temperatura","°C","1366","Porlezza torrente","291","CO","2013-05-10T00:00:00.000",,"N","5098254","510895","9.140799377952803","46.03777316988709","
,  
(46.03777316988709, 9.140799377952803)"
"14446","Umidità Relativa","%","1366","Porlezza torrente","291","CO","2012-12-12T00:00:00.000",,"N","5098254","510895","9.140799377952803","46.03777316988709","
,  
(46.03777316988709, 9.140799377952803)"
"14451","Radiazione Globale","W/m²","1366","Porlezza torrente","291","CO","2012-12-12T00:00:00.000",,"N","5098254","510895","9.140799377952803","46.03777316988709","
,  
(46.03777316988709, 9.140799377952803)"
"14452","Direzione Vento","°","1366","Porlezza torrente","291","CO","2012-12-12T00:00:00.000",,"N","5098254","510895","9.140799377952803","46.03777316988709","
,  
(46.03777316988709, 9.140799377952803)"
"14453","Velocità Vento","m/s","1366","Porlezza torrente","291","CO","2012-12-12T00:00:00.000",,"N","5098254","510895","9.140799377952803","46.03777316988709","
,  
(46.03777316988709, 9.140799377952803)"
"14465","Direzione Vento","°","1367","Bagolino SP669","775","BS","2012-12-12T00:00:00.000",,"N","5077140","612773","10.452195109199993","45.8385959381167","
,  
(45.8385959381167, 10.452195109199993)"
"14466","Velocità Vento","m/s","1367","Bagolino SP669","775","BS","2012-12-12T00:00:00.000",,"N","5077140","612773","10.452195109199993","45.8385959381167","
,  
(45.8385959381167, 10.452195109199993)"
"14473","Umidità Relativa","%","1367","Bagolino SP669","775","BS","2012-12-12T00:00:00.000",,"N","5077140","612773","10.452195109199993","45.8385959381167","
,  
(45.8385959381167, 10.452195109199993)"
"14476","Precipitazione","mm","1367","Bagolino SP669","775","BS","2012-12-12T00:00:00.000",,"N","5077140","612773","10.452195109199993","45.8385959381167","
,  
(45.8385959381167, 10.452195109199993)"
"14477","Radiazione Globale","W/m²","1367","Bagolino SP669","775","BS","2012-12-12T00:00:00.000",,"N","5077140","612773","10.452195109199993","45.8385959381167","
,  
(45.8385959381167, 10.452195109199993)"
"14478","Temperatura","°C","1367","Bagolino SP669","775","BS","2012-12-12T00:00:00.000",,"N","5077140","612773","10.452195109199993","45.8385959381167","
,  
(45.8385959381167, 10.452195109199993)"
"14497","Livello Idrometrico","cm","1370","Gera Lario Ponte del Passo","205","CO","2013-01-31T00:00:00.000","2018-12-05T00:00:00.000","S","5113327","531293","9.405397584143328","46.17280074719258","
,  
(46.17280074719258, 9.405397584143328)"
"14499","Precipitazione","mm","1371","Brembilla","468","BG","2013-03-19T00:00:00.000",,"N","5073646","547333","9.609252582119412","45.8147522883702","
,  
(45.8147522883702, 9.609252582119412)"
"14500","Temperatura","°C","1371","Brembilla","468","BG","2013-03-19T00:00:00.000",,"N","5073646","547333","9.609252582119412","45.8147522883702","
,  
(45.8147522883702, 9.609252582119412)"
"14501","Umidità Relativa","%","1371","Brembilla","468","BG","2013-03-19T00:00:00.000",,"N","5073646","547333","9.609252582119412","45.8147522883702","
,  
(45.8147522883702, 9.609252582119412)"
"14502","Direzione Vento","°","1371","Brembilla","468","BG","2013-03-19T00:00:00.000",,"N","5073646","547333","9.609252582119412","45.8147522883702","
,  
(45.8147522883702, 9.609252582119412)"
"14503","Velocità Vento","m/s","1371","Brembilla","468","BG","2013-03-19T00:00:00.000",,"N","5073646","547333","9.609252582119412","45.8147522883702","
,  
(45.8147522883702, 9.609252582119412)"
"14517","Precipitazione","mm","1372","Garzeno","581","CO","2013-07-25T00:00:00.000",,"N","5108761","519145","9.24783893889176","46.132156427606844","
,  
(46.132156427606844, 9.24783893889176)"
"14518","Temperatura","°C","1372","Garzeno","581","CO","2013-07-25T00:00:00.000",,"N","5108761","519145","9.24783893889176","46.132156427606844","
,  
(46.132156427606844, 9.24783893889176)"
"14519","Umidità Relativa","%","1372","Garzeno","581","CO","2013-07-25T00:00:00.000",,"N","5108761","519145","9.24783893889176","46.132156427606844","
,  
(46.132156427606844, 9.24783893889176)"
"14527","Precipitazione","mm","1375","Varano Borghi","241","VA","2013-03-27T00:00:00.000",,"N","5068133","477631","8.712323647148091","45.766393707414714","
,  
(45.766393707414714, 8.712323647148091)"
"14528","Temperatura","°C","1375","Varano Borghi","241","VA","2013-03-27T00:00:00.000",,"N","5068133","477631","8.712323647148091","45.766393707414714","
,  
(45.766393707414714, 8.712323647148091)"
"14529","Umidità Relativa","%","1375","Varano Borghi","241","VA","2013-03-27T00:00:00.000",,"N","5068133","477631","8.712323647148091","45.766393707414714","
,  
(45.766393707414714, 8.712323647148091)"
"14530","Direzione Vento","°","1375","Varano Borghi","241","VA","2013-03-27T00:00:00.000",,"N","5068133","477631","8.712323647148091","45.766393707414714","
,  
(45.766393707414714, 8.712323647148091)"
"14531","Velocità Vento","m/s","1375","Varano Borghi","241","VA","2013-03-27T00:00:00.000",,"N","5068133","477631","8.712323647148091","45.766393707414714","
,  
(45.766393707414714, 8.712323647148091)"
"14545","Precipitazione","mm","1376","Puegnago del Garda","291","BS","2013-04-19T00:00:00.000",,"N","5048460","617051","10.500343116277602","45.5798285986204","
,  
(45.5798285986204, 10.500343116277602)"
"14546","Temperatura","°C","1376","Puegnago del Garda","291","BS","2013-04-19T00:00:00.000",,"N","5048460","617051","10.500343116277602","45.5798285986204","
,  
(45.5798285986204, 10.500343116277602)"
"14547","Umidità Relativa","%","1376","Puegnago del Garda","291","BS","2013-04-19T00:00:00.000",,"N","5048460","617051","10.500343116277602","45.5798285986204","
,  
(45.5798285986204, 10.500343116277602)"
"14548","Direzione Vento","°","1376","Puegnago del Garda","291","BS","2013-04-19T00:00:00.000",,"N","5048460","617051","10.500343116277602","45.5798285986204","
,  
(45.5798285986204, 10.500343116277602)"
"14549","Velocità Vento","m/s","1376","Puegnago del Garda","291","BS","2013-04-19T00:00:00.000",,"N","5048460","617051","10.500343116277602","45.5798285986204","
,  
(45.5798285986204, 10.500343116277602)"
"14565","Livello Idrometrico","cm","1377","Capo di Ponte v.Bona","366","BS","2013-03-28T00:00:00.000",,"N","5098299","603849","10.341897414828217","46.03038681387158","
,  
(46.03038681387158, 10.341897414828217)"
"14567","Precipitazione","mm","1378","Tignale Oldesio","374","BS","2013-07-23T00:00:00.000",,"N","5065781","633895","10.720923575669387","45.73262375727504","
,  
(45.73262375727504, 10.720923575669387)"
"14568","Temperatura","°C","1378","Tignale Oldesio","374","BS","2013-07-23T00:00:00.000",,"N","5065781","633895","10.720923575669387","45.73262375727504","
,  
(45.73262375727504, 10.720923575669387)"
"14569","Umidità Relativa","%","1378","Tignale Oldesio","374","BS","2013-07-23T00:00:00.000",,"N","5065781","633895","10.720923575669387","45.73262375727504","
,  
(45.73262375727504, 10.720923575669387)"
"14570","Direzione Vento","°","1378","Tignale Oldesio","374","BS","2013-07-23T00:00:00.000",,"N","5065781","633895","10.720923575669387","45.73262375727504","
,  
(45.73262375727504, 10.720923575669387)"
"14571","Velocità Vento","m/s","1378","Tignale Oldesio","374","BS","2013-07-23T00:00:00.000",,"N","5065781","633895","10.720923575669387","45.73262375727504","
,  
(45.73262375727504, 10.720923575669387)"
"14584","Radiazione Globale","W/m²","1378","Tignale Oldesio","374","BS","2013-07-23T00:00:00.000",,"N","5065781","633895","10.720923575669387","45.73262375727504","
,  
(45.73262375727504, 10.720923575669387)"
"14586","Precipitazione","mm","1379","Gargnano","984","BS","2015-07-15T00:00:00.000",,"N","5065317","625847","10.61740677213208","45.72996009420703","
,  
(45.72996009420703, 10.61740677213208)"
"14587","Temperatura","°C","1379","Gargnano","984","BS","2015-07-15T00:00:00.000",,"N","5065317","625847","10.61740677213208","45.72996009420703","
,  
(45.72996009420703, 10.61740677213208)"
"14588","Umidità Relativa","%","1379","Gargnano","984","BS","2015-07-15T00:00:00.000",,"N","5065317","625847","10.61740677213208","45.72996009420703","
,  
(45.72996009420703, 10.61740677213208)"
"14589","Direzione Vento","°","1379","Gargnano","984","BS","2015-07-15T00:00:00.000",,"N","5065317","625847","10.61740677213208","45.72996009420703","
,  
(45.72996009420703, 10.61740677213208)"
"14590","Velocità Vento","m/s","1379","Gargnano","984","BS","2015-07-15T00:00:00.000",,"N","5065317","625847","10.61740677213208","45.72996009420703","
,  
(45.72996009420703, 10.61740677213208)"
"14603","Radiazione Globale","W/m²","1379","Gargnano","984","BS","2015-07-15T00:00:00.000",,"N","5065317","625847","10.61740677213208","45.72996009420703","
,  
(45.72996009420703, 10.61740677213208)"
"14605","Precipitazione","mm","1380","Tremezzo","309","CO","2013-04-18T00:00:00.000",,"N","5092705","516580","9.214075142242038","45.98771660100418","
,  
(45.98771660100418, 9.214075142242038)"
"14606","Temperatura","°C","1380","Tremezzo","309","CO","2013-04-18T00:00:00.000",,"N","5092705","516580","9.214075142242038","45.98771660100418","
,  
(45.98771660100418, 9.214075142242038)"
"14607","Umidità Relativa","%","1380","Tremezzo","309","CO","2013-04-18T00:00:00.000",,"N","5092705","516580","9.214075142242038","45.98771660100418","
,  
(45.98771660100418, 9.214075142242038)"
"14624","Livello Idrometrico","cm","1381","Castiglione Olona v. XXIV Maggio","268","VA","2013-03-27T00:00:00.000",,"N","5067247","489587","8.866102103755239","45.75870276658377","
,  
(45.75870276658377, 8.866102103755239)"
"14627","Umidità Relativa","%","1206","Cavaria con Premezzo v. Cantalupa","274","VA","2013-04-10T00:00:00.000",,"N","5059567","485026","8.807691068181894","45.68949337565816","
,  
(45.68949337565816, 8.807691068181894)"
"14634","Direzione Vento","°","1233","Lurago Marinone","296","CO","2013-02-13T00:00:00.000",,"N","5061268","499092","8.98833547049708","45.704965032524214","
,  
(45.704965032524214, 8.98833547049708)"
"14635","Velocità Vento","m/s","1233","Lurago Marinone","296","CO","2013-02-13T00:00:00.000",,"N","5061268","499092","8.98833547049708","45.704965032524214","
,  
(45.704965032524214, 8.98833547049708)"
"14645","Temperatura","°C","1382","Veddasca Monte Cadrigna","1302","VA","2013-07-19T00:00:00.000",,"N","5102054","482122","8.768815132883134","46.07182707589298","
,  
(46.07182707589298, 8.768815132883134)"
"14648","Umidità Relativa","%","1382","Veddasca Monte Cadrigna","1302","VA","2013-07-19T00:00:00.000",,"N","5102054","482122","8.768815132883134","46.07182707589298","
,  
(46.07182707589298, 8.768815132883134)"
"14653","Direzione Vento","°","1382","Veddasca Monte Cadrigna","1302","VA","2013-07-19T00:00:00.000",,"N","5102054","482122","8.768815132883134","46.07182707589298","
,  
(46.07182707589298, 8.768815132883134)"
"14654","Velocità Vento","m/s","1382","Veddasca Monte Cadrigna","1302","VA","2013-07-19T00:00:00.000",,"N","5102054","482122","8.768815132883134","46.07182707589298","
,  
(46.07182707589298, 8.768815132883134)"
"14661","Precipitazione","mm","1382","Veddasca Monte Cadrigna","1302","VA","2013-07-19T00:00:00.000",,"N","5102054","482122","8.768815132883134","46.07182707589298","
,  
(46.07182707589298, 8.768815132883134)"
"14664","Precipitazione","mm","1383","Sarezzo v.della Fonte","290","BS","2012-11-02T00:00:00.000",,"N","5057824","592468","10.187096209540632","45.66779897910953","
,  
(45.66779897910953, 10.187096209540632)"
"14665","Temperatura","°C","1383","Sarezzo v.della Fonte","290","BS","2012-11-02T00:00:00.000",,"N","5057824","592468","10.187096209540632","45.66779897910953","
,  
(45.66779897910953, 10.187096209540632)"
"14667","Umidità Relativa","%","1383","Sarezzo v.della Fonte","290","BS","2012-11-02T00:00:00.000",,"N","5057824","592468","10.187096209540632","45.66779897910953","
,  
(45.66779897910953, 10.187096209540632)"
"14670","Direzione Vento","°","1383","Sarezzo v.della Fonte","290","BS","2013-06-05T00:00:00.000",,"N","5057824","592468","10.187096209540632","45.66779897910953","
,  
(45.66779897910953, 10.187096209540632)"
"14671","Velocità Vento","m/s","1383","Sarezzo v.della Fonte","290","BS","2013-06-05T00:00:00.000",,"N","5057824","592468","10.187096209540632","45.66779897910953","
,  
(45.66779897910953, 10.187096209540632)"
"14684","Temperatura","°C","1420","Gordona","1362","SO","2014-03-20T00:00:00.000",,"N","5126494","526127","9.339203152913957","46.29151911107429","
,  
(46.29151911107429, 9.339203152913957)"
"14687","Umidità Relativa","%","1420","Gordona","1362","SO","2014-03-20T00:00:00.000",,"N","5126494","526127","9.339203152913957","46.29151911107429","
,  
(46.29151911107429, 9.339203152913957)"
"14692","Direzione Vento","°","1420","Gordona","1362","SO","2014-03-20T00:00:00.000",,"N","5126494","526127","9.339203152913957","46.29151911107429","
,  
(46.29151911107429, 9.339203152913957)"
"14693","Velocità Vento","m/s","1420","Gordona","1362","SO","2014-03-20T00:00:00.000",,"N","5126494","526127","9.339203152913957","46.29151911107429","
,  
(46.29151911107429, 9.339203152913957)"
"14700","Precipitazione","mm","1420","Gordona","1362","SO","2014-03-20T00:00:00.000",,"N","5126494","526127","9.339203152913957","46.29151911107429","
,  
(46.29151911107429, 9.339203152913957)"
"14704","Direzione Vento","°","856","Fortunago","501","PV","2013-12-11T00:00:00.000",,"N","4973248","515391","9.19498278361842","44.91249258331864","
,  
(44.91249258331864, 9.19498278361842)"
"14705","Velocità Vento","m/s","856","Fortunago","501","PV","2013-12-11T00:00:00.000",,"N","4973248","515391","9.19498278361842","44.91249258331864","
,  
(44.91249258331864, 9.19498278361842)"
"14712","Precipitazione","mm","868","Lesmo Peregallo","180","MB","2014-10-13T00:00:00.000",,"N","5053558","523312","9.299103315757197","45.635177402635755","
,  
(45.635177402635755, 9.299103315757197)"
"14716","Direzione Vento","°","1545","San Siro Alpe Rescascìa","1285","CO","2014-12-30T00:00:00.000",,"N","5102069","518430","9.238323435918229","46.071947417956004","
,  
(46.071947417956004, 9.238323435918229)"
"14717","Velocità Vento","m/s","1545","San Siro Alpe Rescascìa","1285","CO","2014-12-30T00:00:00.000",,"N","5102069","518430","9.238323435918229","46.071947417956004","
,  
(46.071947417956004, 9.238323435918229)"
"14724","Precipitazione","mm","1545","San Siro Alpe Rescascìa","1285","CO","2014-12-30T00:00:00.000",,"N","5102069","518430","9.238323435918229","46.071947417956004","
,  
(46.071947417956004, 9.238323435918229)"
"14725","Temperatura","°C","1545","San Siro Alpe Rescascìa","1285","CO","2014-12-30T00:00:00.000",,"N","5102069","518430","9.238323435918229","46.071947417956004","
,  
(46.071947417956004, 9.238323435918229)"
"14728","Umidità Relativa","%","1545","San Siro Alpe Rescascìa","1285","CO","2014-12-30T00:00:00.000",,"N","5102069","518430","9.238323435918229","46.071947417956004","
,  
(46.071947417956004, 9.238323435918229)"
"14733","Direzione Vento","°","857","Santa Margherita di Staffora Passo del Giovà","1363","PV","2014-12-29T00:00:00.000",,"N","4947846","517168","9.216637428084992","44.68377850348632","
,  
(44.68377850348632, 9.216637428084992)"
"14734","Velocità Vento","m/s","857","Santa Margherita di Staffora Passo del Giovà","1363","PV","2014-12-29T00:00:00.000",,"N","4947846","517168","9.216637428084992","44.68377850348632","
,  
(44.68377850348632, 9.216637428084992)"
"14741","Precipitazione","mm","1546","Rho Scalo Fiorenza - Prato","143","MI","2015-02-24T00:00:00.000",,"N","5040479","506867","9.087923300302434","45.51781084679456","
,  
(45.51781084679456, 9.087923300302434)"
"14742","Temperatura","°C","1546","Rho Scalo Fiorenza - Prato","143","MI","2015-02-24T00:00:00.000",,"N","5040479","506867","9.087923300302434","45.51781084679456","
,  
(45.51781084679456, 9.087923300302434)"
"14745","Umidità Relativa","%","1546","Rho Scalo Fiorenza - Prato","143","MI","2015-02-24T00:00:00.000",,"N","5040479","506867","9.087923300302434","45.51781084679456","
,  
(45.51781084679456, 9.087923300302434)"
"14750","Direzione Vento","°","1547","Rho Scalo Fiorenza - Tetto","143","MI","2015-02-24T00:00:00.000",,"N","5040421","507155","9.091609926370014","45.51728588547899","
,  
(45.51728588547899, 9.091609926370014)"
"14751","Velocità Vento","m/s","1547","Rho Scalo Fiorenza - Tetto","143","MI","2015-02-24T00:00:00.000",,"N","5040421","507155","9.091609926370014","45.51728588547899","
,  
(45.51728588547899, 9.091609926370014)"
"14759","Livello Idrometrico","cm","1549","Darfo Boario Terme Cav. Vittorio Veneto","205","BS","2015-07-02T00:00:00.000",,"N","5081001","591075","10.173583687176228","45.87654905446871","
,  
(45.87654905446871, 10.173583687176228)"
"14765","Precipitazione","mm","1553","Mozzanica v.Donizetti","104","BG","2015-08-13T00:00:00.000",,"N","5036208","553342","9.682488661964785","45.47736192966103","
,  
(45.47736192966103, 9.682488661964785)"
"14766","Temperatura","°C","1553","Mozzanica v.Donizetti","104","BG","2015-07-20T00:00:00.000",,"N","5036208","553342","9.682488661964785","45.47736192966103","
,  
(45.47736192966103, 9.682488661964785)"
"14769","Umidità Relativa","%","1553","Mozzanica v.Donizetti","104","BG","2015-07-20T00:00:00.000",,"N","5036208","553342","9.682488661964785","45.47736192966103","
,  
(45.47736192966103, 9.682488661964785)"
"14774","Direzione Vento","°","1553","Mozzanica v.Donizetti","104","BG","2015-07-20T00:00:00.000",,"N","5036208","553342","9.682488661964785","45.47736192966103","
,  
(45.47736192966103, 9.682488661964785)"
"14775","Velocità Vento","m/s","1553","Mozzanica v.Donizetti","104","BG","2015-07-20T00:00:00.000",,"N","5036208","553342","9.682488661964785","45.47736192966103","
,  
(45.47736192966103, 9.682488661964785)"
"14784","Direzione Vento","°","1555","Manerba del Garda Dusano","73","BS","2017-05-09T00:00:00.000",,"N","5044545","622300","10.566619674481315","45.54369941034534","
,  
(45.54369941034534, 10.566619674481315)"
"14785","Velocità Vento","m/s","1555","Manerba del Garda Dusano","73","BS","2017-05-09T00:00:00.000",,"N","5044545","622300","10.566619674481315","45.54369941034534","
,  
(45.54369941034534, 10.566619674481315)"
"16","Livello Idrometrico","cm","9","Sondrio Ponte Eifell","300","SO","1989-03-24T00:00:00.000",,"N","5113305","566873","9.866290464580556","46.170039108623946","
,  
(46.170039108623946, 9.866290464580556)"
"17001","Temperatura","°C","1303","Cremona v.Gerre Borghi","36","CR","2011-10-10T00:00:00.000",,"N","4995675","584111","10.069230734956498","45.10953938027215","
,  
(45.10953938027215, 10.069230734956498)"
"17002","Umidità Relativa","%","1303","Cremona v.Gerre Borghi","36","CR","2011-09-20T00:00:00.000",,"N","4995675","584111","10.069230734956498","45.10953938027215","
,  
(45.10953938027215, 10.069230734956498)"
"17003","Radiazione Globale","W/m²","1303","Cremona v.Gerre Borghi","36","CR","2011-09-20T00:00:00.000",,"N","4995675","584111","10.069230734956498","45.10953938027215","
,  
(45.10953938027215, 10.069230734956498)"
"17131","Precipitazione","mm","1303","Cremona v.Gerre Borghi","36","CR","2011-10-10T00:00:00.000",,"N","4995675","584111","10.069230734956498","45.10953938027215","
,  
(45.10953938027215, 10.069230734956498)"
"17418","Velocità Vento","m/s","1862","Broni","77","PV","2018-03-22T00:00:00.000",,"N","4987916","517630","9.223860816957979","45.044480393441056","
,  
(45.044480393441056, 9.223860816957979)"
"17419","Direzione Vento","°","1862","Broni","77","PV","2018-03-22T00:00:00.000",,"N","4987916","517630","9.223860816957979","45.044480393441056","
,  
(45.044480393441056, 9.223860816957979)"
"17429","Radiazione Globale","W/m²","1862","Broni","77","PV","2018-03-22T00:00:00.000",,"N","4987916","517630","9.223860816957979","45.044480393441056","
,  
(45.044480393441056, 9.223860816957979)"
"17432","Temperatura","°C","1862","Broni","77","PV","2018-03-22T00:00:00.000",,"N","4987916","517630","9.223860816957979","45.044480393441056","
,  
(45.044480393441056, 9.223860816957979)"
"17435","Umidità Relativa","%","1862","Broni","77","PV","2018-03-22T00:00:00.000",,"N","4987916","517630","9.223860816957979","45.044480393441056","
,  
(45.044480393441056, 9.223860816957979)"
"17437","Precipitazione","mm","1862","Broni","77","PV","2018-03-22T00:00:00.000",,"N","4987916","517630","9.223860816957979","45.044480393441056","
,  
(45.044480393441056, 9.223860816957979)"
"17443","Temperatura","°C","1692","Bienno Piazze","472","BS","2018-07-13T00:00:00.000",,"N","5086804","600114","10.291240949697025","45.92751023611215","
,  
(45.92751023611215, 10.291240949697025)"
"17446","Precipitazione","mm","1692","Bienno Piazze","472","BS","2018-07-13T00:00:00.000",,"N","5086804","600114","10.291240949697025","45.92751023611215","
,  
(45.92751023611215, 10.291240949697025)"
"17448","Livello Idrometrico","cm","1870","Rivolta d'Adda Monfalcone","105","CR","2018-10-12T00:00:00.000",,"N","5037842","540270","9.515379878482612","45.4929460621017","
,  
(45.4929460621017, 9.515379878482612)"
"17450","Precipitazione","mm","1871","Tavernola Bergamasca Gallinarga","185","BG","2018-11-27T00:00:00.000",,"N","5060849","582076","10.054220035954822","45.6963302062322","
,  
(45.6963302062322, 10.054220035954822)"
"17451","Temperatura","°C","1871","Tavernola Bergamasca Gallinarga","185","BG","2018-11-27T00:00:00.000",,"N","5060849","582076","10.054220035954822","45.6963302062322","
,  
(45.6963302062322, 10.054220035954822)"
"17454","Velocità Vento","m/s","1871","Tavernola Bergamasca Gallinarga","185","BG","2018-11-27T00:00:00.000",,"N","5060849","582076","10.054220035954822","45.6963302062322","
,  
(45.6963302062322, 10.054220035954822)"
"17456","Direzione Vento","°","1871","Tavernola Bergamasca Gallinarga","185","BG","2018-11-27T00:00:00.000",,"N","5060849","582076","10.054220035954822","45.6963302062322","
,  
(45.6963302062322, 10.054220035954822)"
"17459","Precipitazione","mm","1872","Lasnigo s.Alessandro","554","CO","2018-09-26T00:00:00.000",,"N","5081375","520268","9.26121360800275","45.885643510922414","
,  
(45.885643510922414, 9.26121360800275)"
"17460","Temperatura","°C","1872","Lasnigo s.Alessandro","554","CO","2018-09-26T00:00:00.000",,"N","5081375","520268","9.26121360800275","45.885643510922414","
,  
(45.885643510922414, 9.26121360800275)"
"17463","Umidità Relativa","%","1872","Lasnigo s.Alessandro","554","CO","2018-09-26T00:00:00.000",,"N","5081375","520268","9.26121360800275","45.885643510922414","
,  
(45.885643510922414, 9.26121360800275)"
"17464","Radiazione Globale","W/m²","58","Carona Lago Fregabolgia","1955","BG","2018-10-21T00:00:00.000",,"N","5097125","566799","9.863057198828766","46.02443987306136","
,  
(46.02443987306136, 9.863057198828766)"
"17465","Umidità Relativa","%","58","Carona Lago Fregabolgia","1955","BG","2018-10-21T00:00:00.000",,"N","5097125","566799","9.863057198828766","46.02443987306136","
,  
(46.02443987306136, 9.863057198828766)"
"17468","Velocità Vento","m/s","58","Carona Lago Fregabolgia","1955","BG","2018-10-21T00:00:00.000",,"N","5097125","566799","9.863057198828766","46.02443987306136","
,  
(46.02443987306136, 9.863057198828766)"
"17470","Direzione Vento","°","58","Carona Lago Fregabolgia","1955","BG","2018-10-21T00:00:00.000",,"N","5097125","566799","9.863057198828766","46.02443987306136","
,  
(46.02443987306136, 9.863057198828766)"
"17472","Umidità Relativa","%","1871","Tavernola Bergamasca Gallinarga","185","BG","2018-11-27T00:00:00.000",,"N","5060849","582076","10.054220035954822","45.6963302062322","
,  
(45.6963302062322, 10.054220035954822)"
"17473","Radiazione Globale","W/m²","1679","Sormano rifugio Alpetto","1158","CO","2018-09-26T00:00:00.000",,"N","5083535","518233","9.235068813288406","45.90514139039166","
,  
(45.90514139039166, 9.235068813288406)"
"17474","Radiazione Globale","W/m²","1382","Veddasca Monte Cadrigna","1302","VA","2018-09-27T00:00:00.000",,"N","5102054","482122","8.768815132883134","46.07182707589298","
,  
(46.07182707589298, 8.768815132883134)"
"17475","Radiazione Globale","W/m²","1545","San Siro Alpe Rescascìa","1285","CO","2018-09-26T00:00:00.000",,"N","5102069","518430","9.238323435918229","46.071947417956004","
,  
(46.071947417956004, 9.238323435918229)"
"17476","Radiazione Globale","W/m²","1420","Gordona","1362","SO","2018-09-26T00:00:00.000",,"N","5126494","526127","9.339203152913957","46.29151911107429","
,  
(46.29151911107429, 9.339203152913957)"
"17477","Radiazione Globale","W/m²","857","Santa Margherita di Staffora Passo del Giovà","1363","PV","2018-09-28T00:00:00.000",,"N","4947846","517168","9.216637428084992","44.68377850348632","
,  
(44.68377850348632, 9.216637428084992)"
"17479","Radiazione Globale","W/m²","1873","Abbiategrasso Strada Casalina","115","MI","2018-12-28T00:00:00.000",,"N","5026799","491367","8.889705636733689","45.39465495024529","
,  
(45.39465495024529, 8.889705636733689)"
