"Regione","Provincia","Comune","Codice Sito","Nome Sito","LONG ","LAT ","Data ","Ostreopsis cf. ovata"
"Puglia","Bari ","Bari","IT016072006001 ","200 mt sud Lido Lucciola","16.733153","41.169720","9/7/2020","28059"
"Puglia","Bari ","Bari","IT016072006001 ","200 mt sud Lido Lucciola","16.733153","41.169720","9/16/2020","165203"
"Puglia","Bari ","Bari","IT016072006012 ","Lido Trullo","16.937413","41.107480","6/3/2020","0"
"Puglia","Bari ","Bari","IT016072006012 ","Lido Trullo","16.937413","41.107480","6/24/2020","240"
"Puglia","Bari ","Bari","IT016072006012 ","Lido Trullo","16.937413","41.107480","7/9/2020","360630"
"Puglia","Bari ","Bari","IT016072006012 ","Lido Trullo","16.937413","41.107480","7/21/2020","32285"
"Puglia","Bari ","Bari","IT016072006012 ","Lido Trullo","16.937413","41.107480","8/4/2020","3958"
"Puglia","Bari ","Bari","IT016072006012 ","Lido Trullo","16.937413","41.107480","8/25/2020","4419"
"Puglia","Bari ","Bari","IT016072006012 ","Lido Trullo","16.937413","41.107480","9/7/2020","1683"
"Puglia","Bari ","Bari","IT016072006012 ","Lido Trullo","16.937413","41.107480","9/16/2020","1253"
"Puglia","Bari ","Mola Di Bari","IT016072028010 ","ditta IOM  ex Sansolive","17.129323","41.043870","6/3/2020","0"
"Puglia","Bari ","Mola Di Bari","IT016072028010 ","ditta IOM  ex Sansolive","17.129323","41.043870","6/24/2020","0"
"Puglia","Bari ","Mola Di Bari","IT016072028010 ","ditta IOM  ex Sansolive","17.129323","41.043870","7/9/2020","160"
"Puglia","Bari ","Mola Di Bari","IT016072028010 ","ditta IOM  ex Sansolive","17.129323","41.043870","7/21/2020","45549"
"Puglia","Bari ","Mola Di Bari","IT016072028010 ","ditta IOM  ex Sansolive","17.129323","41.043870","8/4/2020","8839"
"Puglia","Bari ","Mola Di Bari","IT016072028010 ","ditta IOM  ex Sansolive","17.129323","41.043870","8/25/2020","519"
"Puglia","Bari ","Mola Di Bari","IT016072028010 ","ditta IOM  ex Sansolive","17.129323","41.043870","9/7/2020","1880"
"Puglia","Bari ","Mola Di Bari","IT016072028010 ","ditta IOM  ex Sansolive","17.129323","41.043870","9/16/2020","80"
"Puglia","Bari ","Monopoli","IT016072030006 ","Castello S.Stefano","17.333273","40.929890","6/3/2020","0"
"Puglia","Bari ","Monopoli","IT016072030006 ","Castello S.Stefano","17.333273","40.929890","6/24/2020","0"
"Puglia","Bari ","Monopoli","IT016072030006 ","Castello S.Stefano","17.333273","40.929890","7/9/2020","80"
"Puglia","Bari ","Monopoli","IT016072030006 ","Castello S.Stefano","17.333273","40.929890","7/21/2020","238"
"Puglia","Bari ","Monopoli","IT016072030006 ","Castello S.Stefano","17.333273","40.929890","8/4/2020","16836"
"Puglia","Bari ","Monopoli","IT016072030006 ","Castello S.Stefano","17.333273","40.929890","8/25/2020","840"
"Puglia","Bari ","Monopoli","IT016072030006 ","Castello S.Stefano","17.333273","40.929890","9/7/2020","80"
"Puglia","Bari ","Monopoli","IT016072030006 ","Castello S.Stefano","17.333273","40.929890","9/16/2020","80"
"Puglia","Brindisi","Fasano","IT016074007006","La Forcatella prima casa bianca","17.445223","40.854340","6/9/2020","0"
"Puglia","Brindisi","Fasano","IT016074007006","La Forcatella prima casa bianca","17.445223","40.854340","6/29/2020","119"
"Puglia","Brindisi","Fasano","IT016074007006","La Forcatella prima casa bianca","17.445223","40.85434","7/9/2020","9334"
"Puglia","Brindisi","Fasano","IT016074007006","La Forcatella prima casa bianca","17.445223","40.85434","7/21/2020","76804"
"Puglia","Brindisi","Fasano","IT016074007006","La Forcatella prima casa bianca","17.445223","40.854340","8/4/2020","1564"
"Puglia","Brindisi","Fasano","IT016074007006","La Forcatella prima casa bianca","17.445223","40.85434","8/27/2020","120"
"Puglia","Brindisi","Fasano","IT016074007006","La Forcatella prima casa bianca","17.445223","40.85434","9/10/2020","80"
"Puglia","Brindisi","Fasano","IT016074007006","La Forcatella prima casa bianca","17.445223","40.85434","9/28/2020","0"
"Puglia","Brindisi","Fasano","IT016074007009","Torre Canne di fronte al faro","17.471053","40.84128","6/9/2020","0"
"Puglia","Brindisi","Fasano","IT016074007009","Torre Canne di fronte al faro","17.471053","40.84128","6/29/2020","0"
"Puglia","Brindisi","Fasano","IT016074007009","Torre Canne di fronte al faro","17.471053","40.84128","7/9/2020","28640"
"Puglia","Brindisi","Fasano","IT016074007009","Torre Canne di fronte al faro","17.471053","40.84128","7/21/2020","630743"
"Puglia","Brindisi","Fasano","IT016074007009","Torre Canne di fronte al faro","17.471053","40.84128","8/4/2020","160"
"Puglia","Brindisi","Fasano","IT016074007009","Torre Canne di fronte al faro","17.471053","40.84128","8/27/2020","241"
"Puglia","Brindisi","Fasano","IT016074007009","Torre Canne di fronte al faro","17.471053","40.84128","9/10/2020","319"
"Puglia","Brindisi","Fasano","IT016074007009","Torre Canne di fronte al faro","17.471053","40.84128","9/28/2020","0"
"Puglia","Brindisi","Brindisi","IT016074001001","Apani Lido S.Vincenzo","17.827763","40.69558","6/9/2020","0"
"Puglia","Brindisi","Brindisi","IT016074001001","Apani Lido S.Vincenzo","17.827763","40.69558","6/29/2020","0"
"Puglia","Brindisi","Brindisi","IT016074001001","Apani Lido S.Vincenzo","17.827763","40.69558","7/9/2020","160"
"Puglia","Brindisi","Brindisi","IT016074001001","Apani Lido S.Vincenzo","17.827763","40.69558","7/21/2020","73253"
"Puglia","Brindisi","Brindisi","IT016074001001","Apani Lido S.Vincenzo","17.827763","40.69558","8/4/2020","120"
"Puglia","Brindisi","Brindisi","IT016074001001","Apani Lido S.Vincenzo","17.827763","40.69558","8/27/2020","0"
"Puglia","Brindisi","Brindisi","IT016074001001","Apani Lido S.Vincenzo","17.827763","40.69558","9/10/2020","0"
"Puglia","Brindisi","Brindisi","IT016074001001","Apani Lido S.Vincenzo","17.827763","40.69558","9/28/2020","0"
"Puglia","Lecce","Lecce","IT016075035014","San Cataldo-vicino al Faro","18.305273","40.3928","6/9/2020","0"
"Puglia","Lecce","Lecce","IT016075035014","San Cataldo-vicino al Faro","18.305273","40.3928","6/25/2020","0"
"Puglia","Lecce","Lecce","IT016075035014","San Cataldo-vicino al Faro","18.305273","40.3928","7/8/2020","0"
"Puglia","Lecce","Lecce","IT016075035014","San Cataldo-vicino al Faro","18.305273","40.3928","7/23/2020","0"
"Puglia","Lecce","Lecce","IT016075035014","San Cataldo-vicino al Faro","18.305273","40.3928","8/5/2020","0"
"Puglia","Lecce","Lecce","IT016075035014","San Cataldo-vicino al Faro","18.305273","40.3928","8/20/2020","116"
"Puglia","Lecce","Lecce","IT016075035014","San Cataldo-vicino al Faro","18.305273","40.3928","9/3/2020","0"
"Puglia","Lecce","Lecce","IT016075035014","San Cataldo-vicino al Faro","18.305273","40.3928","9/22/2020","0"
"Puglia","Lecce","Otranto","IT016075057019 ","porto Badisco-scalo di Enea","18.484523","40.07948","6/9/2020","0"
"Puglia","Lecce","Otranto","IT016075057019 ","porto Badisco-scalo di Enea","18.484523","40.07948","6/25/2020","485"
"Puglia","Lecce","Otranto","IT016075057019 ","porto Badisco-scalo di Enea","18.484523","40.07948","7/8/2020","4559"
"Puglia","Lecce","Otranto","IT016075057019 ","porto Badisco-scalo di Enea","18.484523","40.07948","7/23/2020","476"
"Puglia","Lecce","Otranto","IT016075057019 ","porto Badisco-scalo di Enea","18.484523","40.07948","8/5/2020","240"
"Puglia","Lecce","Otranto","IT016075057019 ","porto Badisco-scalo di Enea","18.484523","40.07948","8/20/2020","396"
"Puglia","Lecce","Otranto","IT016075057019 ","porto Badisco-scalo di Enea","18.484523","40.07948","9/3/2020","119"
"Puglia","Lecce","Otranto","IT016075057019 ","porto Badisco-scalo di Enea","18.484523","40.07948","9/22/2020","0"
"Puglia","Lecce","Ugento","IT016075090006 ","Ex scarico Ittica Ugento a Punta Macolone","18.171463","39.84947","6/9/2020","0"
"Puglia","Lecce","Ugento","IT016075090006 ","Ex scarico Ittica Ugento a Punta Macolone","18.171463","39.84947","6/25/2020","0"
"Puglia","Lecce","Ugento","IT016075090006 ","Ex scarico Ittica Ugento a Punta Macolone","18.171463","39.84947","7/8/2020","0"
"Puglia","Lecce","Ugento","IT016075090006 ","Ex scarico Ittica Ugento a Punta Macolone","18.171463","39.84947","7/23/2020","80"
"Puglia","Lecce","Ugento","IT016075090006 ","Ex scarico Ittica Ugento a Punta Macolone","18.171463","39.84947","8/5/2020","40"
"Puglia","Lecce","Ugento","IT016075090006 ","Ex scarico Ittica Ugento a Punta Macolone","18.171463","39.84947","8/20/2020","160"
"Puglia","Lecce","Ugento","IT016075090006 ","Ex scarico Ittica Ugento a Punta Macolone","18.171463","39.84947","9/2/2020","0"
"Puglia","Lecce","Ugento","IT016075090006 ","Ex scarico Ittica Ugento a Punta Macolone","18.171463","39.84947","9/21/2020","0"
"Puglia","Taranto","Manduria","IT016075090006 ","spiaggia libera Torre Columena","17.745892","40.295734","6/3/2020","0"
"Puglia","Taranto","Manduria","IT016075090006 ","spiaggia libera Torre Columena","17.745892","40.295734","6/24/2020","0"
"Puglia","Taranto","Manduria","IT016073012001 ","spiaggia libera Torre Columena","17.745892","40.295734","7/7/2020","0"
"Puglia","Taranto","Manduria","IT016073012001 ","spiaggia libera Torre Columena","17.745892","40.295734","7/21/2020","240"
"Puglia","Taranto","Manduria","IT016073012001 ","spiaggia libera Torre Columena","17.745892","40.295734","8/7/2020","400"
"Puglia","Taranto","Manduria","IT016073012001 ","spiaggia libera Torre Columena","17.745892","40.295734","8/25/2020","1900"
"Puglia","Taranto","Manduria","IT016073012001 ","spiaggia libera Torre Columena","17.745892","40.295734","9/9/2020","0"
"Puglia","Taranto","Manduria","IT016073012001 ","spiaggia libera Torre Columena","17.745892","40.295734","9/22/2020","0"
"Puglia","Taranto","Taranto","IT016073010001 ","stabilimento Baia d'argento","17.330212","40.360137","6/3/2020","0"
"Puglia","Taranto","Taranto","IT016073010001 ","stabilimento Baia d'argento","17.330212","40.360137","6/24/2020","9600"
"Puglia","Taranto","Taranto","IT016073010001 ","stabilimento Baia d'argento","17.330212","40.360137","7/7/2020","9720"
"Puglia","Taranto","Taranto","IT016073010001 ","stabilimento Baia d'argento","17.330212","40.360137","7/21/2020","2280"
"Puglia","Taranto","Taranto","IT016073010001 ","stabilimento Baia d'argento","17.330212","40.360137","8/7/2020","1040"
"Puglia","Taranto","Taranto","IT016073010001 ","stabilimento Baia d'argento","17.330212","40.360137","8/25/2020","3800"
"Puglia","Taranto","Taranto","IT016073010001 ","stabilimento Baia d'argento","17.330212","40.360137","9/9/2020","1900"
"Puglia","Taranto","Taranto","IT016073010001 ","stabilimento Baia d'argento","17.330212","40.360137","9/22/2020","160"
