"Regione","Provincia","Comune","Codice Sito","Nome Sito","LONG ","LAT ","Data ","Ostreopsis cf. ovata cell/l","Ostreopsis cf. ovata cell/ g fw","","","","","","","","","",""
"Abruzzo","Chieti","S. Vito Chietino","IT013069086004","zona ant. molo Sud","14.4460","42.3099","7/7/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","S. Vito Chietino","IT013069086004","zona ant. molo Sud","14.4460","42.3099","8/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","S. Vito Chietino","IT013069086004","zona ant. molo Sud","14.4460","42.3099","8/4/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","S. Vito Chietino","IT013069086004","zona ant. molo Sud","14.4460","42.3099","9/2/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","S. Vito Chietino","IT013069086004","zona ant. molo Sud","14.4460","42.3099","9/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074001","zona ant. Km 489,100 SS.16","14.4938","42.2773","6/8/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074001","zona ant. Km 489,100 SS.16","14.4938","42.2773","6/9/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074001","zona ant. Km 489,100 SS.16","14.4938","42.2773","7/6/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074001","zona ant. Km 489,100 SS.16","14.4938","42.2773","7/7/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074001","zona ant. Km 489,100 SS.16","14.4938","42.2773","8/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074001","zona ant. Km 489,100 SS.16","14.4938","42.2773","8/4/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074001","zona ant. Km 489,100 SS.16","14.4938","42.2773","9/2/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074001","zona ant. Km 489,100 SS.16","14.4938","42.2773","9/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074002","75 m a nord foce fosso S.Biagio","14.5011","42.265","6/8/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074002","75 m a nord foce fosso S.Biagio","14.5011","42.265","6/9/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074002","75 m a nord foce fosso S.Biagio","14.5011","42.265","7/6/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074002","75 m a nord foce fosso S.Biagio","14.5011","42.265","7/7/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074002","75 m a nord foce fosso S.Biagio","14.5011","42.265","8/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074002","75 m a nord foce fosso S.Biagio","14.5011","42.265","8/4/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074002","75 m a nord foce fosso S.Biagio","14.5011","42.265","9/2/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074002","75 m a nord foce fosso S.Biagio","14.5011","42.265","9/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074003","Zona antistante km 482.700","14.4802","42.2879","6/8/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074003","Zona antistante km 482.700","14.4802","42.2879","6/9/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074003","Zona antistante km 482.700","14.4802","42.2879","7/6/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074003","Zona antistante km 482.700","14.4802","42.2879","7/7/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074003","Zona antistante km 482.700","14.4802","42.2879","8/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074003","Zona antistante km 482.700","14.4802","42.2879","8/4/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074003","Zona antistante km 482.700","14.4802","42.2879","9/2/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Rocca S. Giovanni","IT013069074003","Zona antistante km 482.700","14.4802","42.2879","9/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Fossacesia","IT013069033001","75 m a sud stazione FF.SS. Fossacesia","14.5085","42.2526","6/8/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Fossacesia","IT013069033001","75 m a sud stazione FF.SS. Fossacesia","14.5085","42.2526","6/9/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Fossacesia","IT013069033001","75 m a sud stazione FF.SS. Fossacesia","14.5085","42.2526","7/6/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Fossacesia","IT013069033001","75 m a sud stazione FF.SS. Fossacesia","14.5085","42.2526","7/7/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Fossacesia","IT013069033001","75 m a sud stazione FF.SS. Fossacesia","14.5085","42.2526","8/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Fossacesia","IT013069033001","75 m a sud stazione FF.SS. Fossacesia","14.5085","42.2526","8/4/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Fossacesia","IT013069033001","75 m a sud stazione FF.SS. Fossacesia","14.5085","42.2526","9/2/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Fossacesia","IT013069033001","75 m a sud stazione FF.SS. Fossacesia","14.5085","42.2526","9/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Torino di Sangro","IT013069091005","100 m a nord foce f. Osento","14.6048","42.2058","6/8/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Torino di Sangro","IT013069091005","100 m a nord foce f. Osento","14.6048","42.2058","6/9/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Torino di Sangro","IT013069091005","100 m a nord foce f. Osento","14.6048","42.2058","7/6/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Torino di Sangro","IT013069091005","100 m a nord foce f. Osento","14.6048","42.2058","7/7/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Torino di Sangro","IT013069091005","100 m a nord foce f. Osento","14.6048","42.2058","8/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Torino di Sangro","IT013069091005","100 m a nord foce f. Osento","14.6048","42.2058","8/4/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Torino di Sangro","IT013069091005","100 m a nord foce f. Osento","14.6048","42.2058","9/2/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Torino di Sangro","IT013069091005","100 m a nord foce f. Osento","14.6048","42.2058","9/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Casalbordino","IT013069015002","100 mt Nord foce T. Acquachiara","14.6275","42.1970","6/8/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Casalbordino","IT013069015002","100 mt Nord foce T. Acquachiara","14.6275","42.1970","6/9/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Casalbordino","IT013069015002","100 mt Nord foce T. Acquachiara","14.6275","42.1970","7/6/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Casalbordino","IT013069015002","100 mt Nord foce T. Acquachiara","14.6275","42.1970","7/7/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Casalbordino","IT013069015002","100 mt Nord foce T. Acquachiara","14.6275","42.1970","8/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Casalbordino","IT013069015002","100 mt Nord foce T. Acquachiara","14.6275","42.1970","8/4/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Casalbordino","IT013069015002","100 mt Nord foce T. Acquachiara","14.6275","42.1970","9/2/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Casalbordino","IT013069015002","100 mt Nord foce T. Acquachiara","14.6275","42.1970","9/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Vasto","IT013069099002","200 m a sud Punta Vignola","14.7192","42.1528","6/8/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Vasto","IT013069099002","200 m a sud Punta Vignola","14.7192","42.1528","6/9/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Vasto","IT013069099002","200 m a sud Punta Vignola","14.7192","42.1528","7/6/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Vasto","IT013069099002","200 m a sud Punta Vignola","14.7192","42.1528","7/7/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Vasto","IT013069099002","200 m a sud Punta Vignola","14.7192","42.1528","8/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Vasto","IT013069099002","200 m a sud Punta Vignola","14.7192","42.1528","8/4/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Vasto","IT013069099002","200 m a sud Punta Vignola","14.7192","42.1528","9/2/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","Vasto","IT013069099002","200 m a sud Punta Vignola","14.7192","42.1528","9/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","S. Salvo","IT013069083003"," 150 m Nord Foce Fosso Vecchio Mulino (650 m a Sud foce T. Buonanotte nel 2017)","14.7778","42.0712","6/8/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","S. Salvo","IT013069083003"," 150 m Nord Foce Fosso Vecchio Mulino (650 m a Sud foce T. Buonanotte nel 2017)","14.7778","42.0712","6/9/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","S. Salvo","IT013069083003"," 150 m Nord Foce Fosso Vecchio Mulino (650 m a Sud foce T. Buonanotte nel 2017)","14.7778","42.0712","7/6/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","S. Salvo","IT013069083003"," 150 m Nord Foce Fosso Vecchio Mulino (650 m a Sud foce T. Buonanotte nel 2017)","14.7778","42.0712","7/7/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","S. Salvo","IT013069083003"," 150 m Nord Foce Fosso Vecchio Mulino (650 m a Sud foce T. Buonanotte nel 2017)","14.7778","42.0712","8/3/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","S. Salvo","IT013069083003"," 150 m Nord Foce Fosso Vecchio Mulino (650 m a Sud foce T. Buonanotte nel 2017)","14.7778","42.0712","8/4/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","S. Salvo","IT013069083003"," 150 m Nord Foce Fosso Vecchio Mulino (650 m a Sud foce T. Buonanotte nel 2017)","14.7778","42.0712","9/2/2020","0","0","","","","","","","","","",""
"Abruzzo","Chieti","S. Salvo","IT013069083003"," 150 m Nord Foce Fosso Vecchio Mulino (650 m a Sud foce T. Buonanotte nel 2017)","14.7778","42.0712","9/3/2020","0","0","","","","","","","","","",""
"Calabria","Reggio Calabria","Scilla","RC3V","Costa viola","15.685181","38.247706","7/30/2020","100","1398"
"Calabria","Reggio Calabria","Scilla","RC3V","Costa viola","15.685181","38.247706","8/10/2020","100","2972"
"Calabria","Reggio Calabria","Scilla","RC3V","Costa viola","15.685181","38.247706","8/24/2020","160","573"
"Calabria","Reggio Calabria","Scilla","RC3V","Costa viola","15.685181","38.247706","9/9/2020","40","379"
"Calabria","Reggio Calabria","Palmi","RC4P","Palmi","15.858489","38.380742","7/9/2020","60","323"
"Calabria","Reggio Calabria","Palmi","RC4P","Palmi","15.858489","38.380742","7/30/2020","960","1283"
"Calabria","Reggio Calabria","Palmi","RC4P","Palmi","15.858489","38.380742","8/10/2020","80","8452"
"Calabria","Reggio Calabria","Palmi","RC4P","Palmi","15.858489","38.380742","8/24/2020","40","151"
"Calabria","Reggio Calabria","Palmi","RC4P","Palmi","15.858489","38.380742","9/9/2020","280","624"
"Calabria","Reggio Calabria","Africo Bianco","RC1B","Capo Bruzzano","16.14405","38.03161111","6/29/2020","0","5"
"Calabria","Reggio Calabria","Africo Bianco","RC1B","Capo Bruzzano","16.14405","38.03161111","7/31/2020","40","865"
"Calabria","Reggio Calabria","Africo Bianco","RC1B","Capo Bruzzano","16.14405","38.03161111","8/11/2020","0","132"
"Calabria","Reggio Calabria","Africo Bianco","RC1B","Capo Bruzzano","16.14405","38.03161111","8/31/2020","0","6"
"Calabria","Reggio Calabria","Africo Bianco","RC1B","Capo Bruzzano","16.14405","38.03161111","9/10/2020","0","12"
"Calabria","Reggio Calabria","Motta San Giovanni","RC2L","Lazzaro","15.670122","37.96408611","6/29/2020","0","0"
"Calabria","Reggio Calabria","Motta San Giovanni","RC2L","Lazzaro","15.670122","37.96408611","7/31/2020","0","37"
"Calabria","Reggio Calabria","Motta San Giovanni","RC2L","Lazzaro","15.670122","37.96408611","8/11/2020","60","434"
"Calabria","Reggio Calabria","Motta San Giovanni","RC2L","Lazzaro","15.670122","37.96408611","8/31/2020","0","0"
"Calabria","Reggio Calabria","Motta San Giovanni","RC2L","Lazzaro","15.670122","37.96408611","9/10/2020","0","44"
"Calabria","Vibo Valentia","Pizzo","VV1","Porticciolo ","16.15822","38.73480","7/28/2020","40","1021"
"Calabria","Vibo Valentia","Pizzo","VV1","Porticciolo ","16.15822","38.73480","8/24/2020","0","0"
"Calabria","Vibo Valentia","Pizzo","VV1","Porticciolo ","16.15822","38.73480","9/21/2020","20","99"
"Calabria","Vibo Valentia","Briatico","VV2","La Rocchetta ","16.04284","38.72626","7/29/2020","80","686"
"Calabria","Vibo Valentia","Briatico","VV2","La Rocchetta ","16.04284","38.72626","8/24/2020","100","1212"
"Calabria","Vibo Valentia","Briatico","VV2","La Rocchetta ","16.04284","38.72626","9/21/2020","0","185"
"Calabria","Vibo Valentia","Briatico","VV3","S.Irene ","16.00269","38.72344","7/29/2020","20","/"
