"Regione","Provincia","Comune","Codice Sito","Nome Sito","LONG ","LAT ","Data ","Ostreopsis cf. ovata cell/l","Ostreopsis cf. ovata cell/ g fw"
"Campania","Napoli","Bacoli","IT015063006005","Arenile Dragonara ed Esercito","14.08345482","40.78438268","7/9/2020","0","/"
"Campania","Napoli","Bacoli","IT015063006005","Arenile Dragonara ed Esercito","14.08345482","40.78438268","8/7/2020","0","/"
"Campania","Napoli","Bacoli","IT015063006005","Arenile Dragonara ed Esercito","14.08345482","40.78438268","9/3/2020","0","/"
"Campania","Napoli","Bacoli","IT015063006010","Spiaggetta Verde","14.0885","40.7863","6/17/2020","0","/"
"Campania","Napoli","Bacoli","IT015063006010","Spiaggetta Verde","14.0885","40.7863","7/9/2020","0","/"
"Campania","Napoli","Bacoli","IT015063006010","Spiaggetta Verde","14.0885","40.7863","8/7/2020","0","/"
"Campania","Napoli","Bacoli","IT015063006010","Spiaggetta Verde","14.0885","40.7863","9/3/2020","0","/"
"Campania","Napoli","Napoli","IT015063049003","Nisida","14.16539964","40.79364356","6/17/2020","100","/"
"Campania","Napoli","Napoli","IT015063049003","Nisida","14.16539964","40.79364356","7/9/2020","0","/"
"Campania","Napoli","Napoli","IT015063049003","Nisida","14.16539964","40.79364356","8/7/2020","120","/"
"Campania","Napoli","Napoli","IT015063049003","Nisida","14.16539964","40.79364356","9/3/2020","0","/"
"Campania","Napoli","Napoli","IT015063049004","Trentaremi","14.1828639","40.79619183","6/17/2020","320","/"
"Campania","Napoli","Napoli","IT015063049004","Trentaremi","14.1828639","40.79619183","7/9/2020","140","/"
"Campania","Napoli","Napoli","IT015063049004","Trentaremi","14.1828639","40.79619183","7/31/2020","180","/"
"Campania","Napoli","Napoli","IT015063049004","Trentaremi","14.1828639","40.79619183","8/18/2020","0","/"
"Campania","Napoli","Napoli","IT015063049004","Trentaremi","14.1828639","40.79619183","8/24/2020","0","/"
"Campania","Napoli","Napoli","IT015063049004","Trentaremi","14.1828639","40.79619183","9/3/2020","0","/"
"Campania","Napoli","Napoli","IT015063049004","Trentaremi","14.1828639","40.79619183","10/1/2020","0","/"
"Campania","Napoli","Napoli","IT015063049006","Marechiaro","14.19105658","40.79409654","6/23/2020","120","/"
"Campania","Napoli","Napoli","IT015063049006","Marechiaro","14.19105658","40.79409654","7/14/2020","140","/"
"Campania","Napoli","Napoli","IT015063049006","Marechiaro","14.19105658","40.79409654","7/31/2020","100","/"
"Campania","Napoli","Napoli","IT015063049006","Marechiaro","14.19105658","40.79409654","8/12/2020","100","/"
"Campania","Napoli","Napoli","IT015063049006","Marechiaro","14.19105658","40.79409654","8/24/2020","0","/"
"Campania","Napoli","Napoli","IT015063049006","Marechiaro","14.19105658","40.79409654","9/8/2020","100","/"
"Campania","Napoli","Napoli","IT015063049006","Marechiaro","14.19105658","40.79409654","10/1/2020","0","/"
"Campania","Napoli","Napoli","IT015063049007","Punta Nera","14.19483618","40.795213","6/23/2020","80","/"
"Campania","Napoli","Napoli","IT015063049007","Punta Nera","14.19483618","40.795213","7/14/2020","0","/"
"Campania","Napoli","Napoli","IT015063049007","Punta Nera","14.19483618","40.795213","7/31/2020","160","/"
"Campania","Napoli","Napoli","IT015063049007","Punta Nera","14.19483618","40.795213","8/12/2020","0","/"
"Campania","Napoli","Napoli","IT015063049007","Punta Nera","14.19483618","40.795213","8/24/2020","0","/"
"Campania","Napoli","Napoli","IT015063049007","Punta Nera","14.19483618","40.795213","9/8/2020","0","/"
"Campania","Napoli","Napoli","IT015063049007","Punta Nera","14.19483618","40.795213","10/1/2020","0","/"
"Campania","Napoli","Napoli","IT015063049008","Capo Posillipo","14.2077","40.8029","6/23/2020","220","/"
"Campania","Napoli","Napoli","IT015063049008","Capo Posillipo","14.2077","40.8029","7/14/2020","0","/"
"Campania","Napoli","Napoli","IT015063049008","Capo Posillipo","14.2077","40.8029","7/31/2020","200","/"
"Campania","Napoli","Napoli","IT015063049008","Capo Posillipo","14.2077","40.8029","8/12/2020","0","/"
"Campania","Napoli","Napoli","IT015063049008","Capo Posillipo","14.2077","40.8029","8/24/2020","0","/"
"Campania","Napoli","Napoli","IT015063049008","Capo Posillipo","14.2077","40.8029","9/8/2020","0","/"
"Campania","Napoli","Napoli","IT015063049008","Capo Posillipo","14.2077","40.8029","10/1/2020","0","/"
"Campania","Napoli","Napoli","IT015063049009","Posillipo","14.21074065","40.81448379","6/23/2020","140","/"
"Campania","Napoli","Napoli","IT015063049009","Posillipo","14.21074065","40.81448379","7/14/2020","0","/"
"Campania","Napoli","Napoli","IT015063049009","Posillipo","14.21074065","40.81448379","7/31/2020","140","/"
"Campania","Napoli","Napoli","IT015063049009","Posillipo","14.21074065","40.81448379","8/12/2020","0","/"
"Campania","Napoli","Napoli","IT015063049009","Posillipo","14.21074065","40.81448379","8/24/2020","80","/"
"Campania","Napoli","Napoli","IT015063049009","Posillipo","14.21074065","40.81448379","9/8/2020","0","/"
"Campania","Napoli","Napoli","IT015063049009","Posillipo","14.21074065","40.81448379","10/1/2020","0","/"
"Campania","Napoli","Napoli","IT015063049010"," Donn'Anna","14.21615856","40.82059239","6/23/2020","160","/"
"Campania","Napoli","Napoli","IT015063049010"," Donn'Anna","14.21615856","40.82059239","7/14/2020","0","/"
"Campania","Napoli","Napoli","IT015063049010"," Donn'Anna","14.21615856","40.82059239","7/31/2020","0","/"
"Campania","Napoli","Napoli","IT015063049010"," Donn'Anna","14.21615856","40.82059239","8/12/2020","100","/"
"Campania","Napoli","Napoli","IT015063049010"," Donn'Anna","14.21615856","40.82059239","8/24/2020","0","/"
"Campania","Napoli","Napoli","IT015063049010"," Donn'Anna","14.21615856","40.82059239","9/8/2020","0","/"
"Campania","Napoli","Napoli","IT015063049010"," Donn'Anna","14.21615856","40.82059239","10/1/2020","0","/"
"Campania","Napoli","Procida","ITO15063061008","Spiaggia del cimitero","14.0081","40.7629","6/17/2020","0","/"
"Campania","Napoli","Procida","ITO15063061008","Spiaggia del cimitero","14.0081","40.7629","7/8/2020","0","/"
"Campania","Napoli","Procida","ITO15063061008","Spiaggia del cimitero","14.0081","40.7629","8/5/2020","0","/"
"Campania","Napoli","Procida","ITO15063061008","Spiaggia del cimitero","14.0081","40.7629","9/2/2020","0","/"
"Campania","Napoli","Meta","IT015063046001","Scutolo","14.40763087","40.65119298","6/18/2020","0","/"
"Campania","Napoli","Meta","IT015063046001","Scutolo","14.40763087","40.65119298","7/8/2020","0","/"
"Campania","Napoli","Meta","IT015063046001","Scutolo","14.40763087","40.65119298","7/31/2020","640","/"
"Campania","Napoli","Meta","IT015063046001","Scutolo","14.40763087","40.65119298","8/8/2020","0","/"
"Campania","Napoli","Meta","IT015063046001","Scutolo","14.40763087","40.65119298","8/24/2020","0","/"
"Campania","Napoli","Meta","IT015063046001","Scutolo","14.40763087","40.65119298","9/3/2020","0","/"
"Campania","Napoli","Meta","IT015063046001","Scutolo","14.40763087","40.65119298","10/1/2020","0","/"
"Campania","Napoli","Meta","IT015063046003","Purgatorio","14.40656991","40.64578385","6/18/2020","0","/"
"Campania","Napoli","Meta","IT015063046003","Purgatorio","14.40656991","40.64578385","7/8/2020","160","/"
"Campania","Napoli","Meta","IT015063046003","Purgatorio","14.40656991","40.64578385","7/31/2020","0","/"
"Campania","Napoli","Meta","IT015063046003","Purgatorio","14.40656991","40.64578385","8/8/2020","0","/"
"Campania","Napoli","Meta","IT015063046003","Purgatorio","14.40656991","40.64578385","8/24/2020","0","/"
"Campania","Napoli","Meta","IT015063046003","Purgatorio","14.40656991","40.64578385","9/3/2020","0","/"
"Campania","Napoli","Meta","IT015063046003","Purgatorio","14.40656991","40.64578385","10/1/2020","0","/"
"Campania","Napoli","Meta","IT015063046002","Stella Maris","14.4072","40.6478","6/18/2020","0","/"
"Campania","Napoli","Meta","IT015063046002","Stella Maris","14.4072","40.6478","7/8/2020","0","/"
"Campania","Napoli","Meta","IT015063046002","Stella Maris","14.4072","40.6478","7/31/2020","0","/"
"Campania","Napoli","Meta","IT015063046002","Stella Maris","14.4072","40.6478","8/8/2020","0","/"
"Campania","Napoli","Meta","IT015063046002","Stella Maris","14.4072","40.6478","8/24/2020","0","/"
"Campania","Napoli","Meta","IT015063046002","Stella Maris","14.4072","40.6478","9/3/2020","0","/"
"Campania","Napoli","Meta","IT015063046002","Stella Maris","14.4072","40.6478","10/1/2020","0","/"
"Campania","Napoli","Piano Di Sorrento","IT015063053001","Sopramare","14.40281909","40.6403217","6/18/2020","420","/"
"Campania","Napoli","Piano Di Sorrento","IT015063053001","Sopramare","14.40281909","40.6403217","7/8/2020","0","/"
"Campania","Napoli","Piano Di Sorrento","IT015063053001","Sopramare","14.40281909","40.6403217","8/8/2020","0","/"
"Campania","Napoli","Piano Di Sorrento","IT015063053001","Sopramare","14.40281909","40.6403217","9/1/2020","0","/"
"Campania","Napoli","Sant'agnello","IT015063071001","Spiaggia di S.Agnello","14.39874745","40.63806639","6/18/2020","0","/"
"Campania","Napoli","Sant'agnello","IT015063071001","Spiaggia di S.Agnello","14.39874745","40.63806639","7/8/2020","0","/"
"Campania","Napoli","Sant'agnello","IT015063071001","Spiaggia di S.Agnello","14.39874745","40.63806639","7/31/2020","0","/"
"Campania","Napoli","Sant'agnello","IT015063071001","Spiaggia di S.Agnello","14.39874745","40.63806639","8/8/2020","0","/"
"Campania","Napoli","Sant'agnello","IT015063071001","Spiaggia di S.Agnello","14.39874745","40.63806639","8/24/2020","0","/"
"Campania","Napoli","Sant'agnello","IT015063071001","Spiaggia di S.Agnello","14.39874745","40.63806639","9/3/2020","0","/"
"Campania","Napoli","Sant'agnello","IT015063071001","Spiaggia di S.Agnello","14.39874745","40.63806639","10/1/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080001","Riviera di Massa","14.3868372","40.63307599","6/18/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080001","Riviera di Massa","14.3868372","40.63307599","7/8/2020","280","/"
"Campania","Napoli","Sorrento","IT015063080001","Riviera di Massa","14.3868372","40.63307599","7/31/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080001","Riviera di Massa","14.3868372","40.63307599","8/8/2020","160","/"
"Campania","Napoli","Sorrento","IT015063080001","Riviera di Massa","14.3868372","40.63307599","8/24/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080001","Riviera di Massa","14.3868372","40.63307599","9/3/2020","120","/"
"Campania","Napoli","Sorrento","IT015063080001","Riviera di Massa","14.3868372","40.63307599","10/1/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080002","Est Porto Marina Piccola","14.38414017","40.63189052","6/18/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080002","Est Porto Marina Piccola","14.38414017","40.63189052","7/8/2020","1360","/"
"Campania","Napoli","Sorrento","IT015063080002","Est Porto Marina Piccola","14.38414017","40.63189052","7/31/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080002","Est Porto Marina Piccola","14.38414017","40.63189052","8/8/2020","140","/"
"Campania","Napoli","Sorrento","IT015063080002","Est Porto Marina Piccola","14.38414017","40.63189052","8/24/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080002","Est Porto Marina Piccola","14.38414017","40.63189052","9/3/2020","80","/"
"Campania","Napoli","Sorrento","IT015063080002","Est Porto Marina Piccola","14.38414017","40.63189052","10/1/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080003","Sorrento","14.37257068","40.62899933","6/18/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080003","Sorrento","14.37257068","40.62899933","7/8/2020","160","/"
"Campania","Napoli","Sorrento","IT015063080003","Sorrento","14.37257068","40.62899933","7/31/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080003","Sorrento","14.37257068","40.62899933","8/8/2020","120","/"
"Campania","Napoli","Sorrento","IT015063080003","Sorrento","14.37257068","40.62899933","8/24/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080003","Sorrento","14.37257068","40.62899933","9/3/2020","140","/"
"Campania","Napoli","Sorrento","IT015063080003","Sorrento","14.37257068","40.62899933","10/1/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080005","Marina Grande - lato Est","14.36804089","40.62833882","6/18/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080005","Marina Grande - lato Est","14.36804089","40.62833882","7/8/2020","320","/"
"Campania","Napoli","Sorrento","IT015063080005","Marina Grande - lato Est","14.36804089","40.62833882","7/31/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080005","Marina Grande - lato Est","14.36804089","40.62833882","8/8/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080005","Marina Grande - lato Est","14.36804089","40.62833882","8/24/2020","0","/"
"Campania","Napoli","Sorrento","IT015063080005","Marina Grande - lato Est","14.36804089","40.62833882","9/3/2020","80","/"
"Campania","Napoli","Sorrento","IT015063080005","Marina Grande - lato Est","14.36804089","40.62833882","10/1/2020","0","/"
"Campania","Napoli","Massa Lubrense","IT015063044001","Marina Di Puolo ","14.34526448","40.62706657","7/6/2020","80","/"
"Campania","Napoli","Massa Lubrense","IT015063044001","Marina Di Puolo ","14.34526448","40.62706657","8/6/2020","0","/"
"Campania","Napoli","Massa Lubrense","IT015063044001","Marina Di Puolo ","14.34526448","40.62706657","9/1/2020","0","/"
"Campania","Napoli","Massa Lubrense","IT015063044002","San Montano","14.3386","40.6149","6/15/2020","0","/"
"Campania","Napoli","Massa Lubrense","IT015063044002","San Montano","14.3386","40.6149","7/6/2020","60","/"
"Campania","Napoli","Massa Lubrense","IT015063044002","San Montano","14.3386","40.6149","8/6/2020","0","/"
"Campania","Napoli","Massa Lubrense","IT015063044002","San Montano","14.3386","40.6149","9/1/2020","0","/"
"Campania","Napoli","Massa Lubrense","IT015063044008","Baia di Ieranto","14.3402898","40.57394227","7/6/2020","0","/"
"Campania","Napoli","Massa Lubrense","IT015063044008","Baia di Ieranto","14.3402898","40.57394227","8/6/2020","0","/"
"Campania","Napoli","Massa Lubrense","IT015063044008","Baia di Ieranto","14.3402898","40.57394227","9/1/2020","0","/"
"Campania","Napoli","Massa Lubrense","IT015063044011","Recommone","14.36365579","40.58495188","7/6/2020","60","/"
"Campania","Napoli","Massa Lubrense","IT015063044011","Recommone","14.36365579","40.58495188","4/6/2020","0","/"
"Campania","Napoli","Massa Lubrense","IT015063044011","Recommone","14.36365579","40.58495188","9/1/2020","0","/"
"Campania","Napoli","Massa Lubrense","IT015063044012","Marina Crapolla","14.38109499","40.59284827","7/6/2020","60","/"
"Campania","Napoli","Massa Lubrense","IT015063044012","Marina Crapolla","14.38109499","40.59284827","8/6/2020","0","/"
"Campania","Napoli","Massa Lubrense","IT015063044012","Marina Crapolla","14.38109499","40.59284827","9/1/2020","0","/"
"Campania","Napoli","Ischia","IT015063037002","Spiaggia San Pietro","13.9464","40.7453","6/16/2020","0","/"
"Campania","Napoli","Ischia","IT015063037002","Spiaggia San Pietro","13.9464","40.7453","7/8/2020","80","/"
"Campania","Napoli","Ischia","IT015063037002","Spiaggia San Pietro","13.9464","40.7453","8/5/2020","0","/"
"Campania","Napoli","Ischia","IT015063037002","Spiaggia San Pietro","13.9464","40.7453","9/2/2020","0","/"
"Campania","Napoli","Ischia","IT015063037003","Punta Molino","13.95557683","40.73968644","6/16/2020","0","/"
"Campania","Napoli","Ischia","IT015063037003","Punta Molino","13.95557683","40.73968644","7/8/2020","120","/"
"Campania","Napoli","Ischia","IT015063037003","Punta Molino","13.95557683","40.73968644","8/5/2020","0","/"
"Campania","Napoli","Ischia","IT015063037003","Punta Molino","13.95557683","40.73968644","9/2/2020","0","/"
"Campania","Napoli","Ischia","IT015063037005","Carta Romana","13.95962716","40.72378202","6/16/2020","0","/"
"Campania","Napoli","Ischia","IT015063037005","Carta Romana","13.95962716","40.72378202","7/8/2020","0","/"
"Campania","Napoli","Ischia","IT015063037005","Carta Romana","13.95962716","40.72378202","8/5/2020","0","/"
"Campania","Napoli","Ischia","IT015063037005","Carta Romana","13.95962716","40.72378202","9/2/2020","0","/"
"Campania","Napoli","Barano D'ischia","IT015063007002","Punta della Signora","13.91540543","40.69962408","6/16/2020","60","/"
"Campania","Napoli","Barano D'ischia","IT015063007002","Punta della Signora","13.91540543","40.69962408","7/6/2020","0","/"
"Campania","Napoli","Barano D'ischia","IT015063007002","Punta della Signora","13.91540543","40.69962408","8/3/2020","0","/"
"Campania","Napoli","Barano D'ischia","IT015063007002","Punta della Signora","13.91540543","40.69962408","9/1/2020","0","/"
"Campania","Napoli","Serrara Fontana","IT015063078002","S.Angelo ","13.89165512","40.69666333","6/15/2020","0","/"
"Campania","Napoli","Serrara Fontana","IT015063078002","S.Angelo ","13.89165512","40.69666333","7/6/2020","0","/"
"Campania","Napoli","Serrara Fontana","IT015063078002","S.Angelo ","13.89165512","40.69666333","8/3/2020","0","/"
"Campania","Napoli","Serrara Fontana","IT015063078002","S.Angelo ","13.89165512","40.69666333","9/1/2020","0","/"
"Campania","Napoli","Lacco Ameno","IT015063038002","S. Restituta","13.88606368","40.75548573","6/15/2020","0","/"
"Campania","Napoli","Lacco Ameno","IT015063038002","S. Restituta","13.88606368","40.75548573","7/6/2020","80","/"
"Campania","Napoli","Lacco Ameno","IT015063038002","S. Restituta","13.88606368","40.75548573","8/3/2020","0","/"
"Campania","Napoli","Lacco Ameno","IT015063038002","S. Restituta","13.88606368","40.75548573","9/1/2020","0","/"
"Campania","Napoli","Casamicciola Terme","IT015063019003","Punta della Scrofa","13.91815558","40.75121944","6/15/2020","0","/"
"Campania","Napoli","Casamicciola Terme","IT015063019003","Punta della Scrofa","13.91815558","40.75121944","7/8/2020","300","/"
"Campania","Napoli","Casamicciola Terme","IT015063019003","Punta della Scrofa","13.91815558","40.75121944","8/5/2020","0","/"
"Campania","Napoli","Casamicciola Terme","IT015063019003","Punta della Scrofa","13.91815558","40.75121944","9/2/2020","0","/"
"Campania","Napoli","Capri","IT015063014002","Faraglioni","14.25094311","40.54316931","6/24/2020","80","/"
"Campania","Napoli","Capri","IT015063014002","Faraglioni","14.25094311","40.54316931","7/17/2020","140","/"
"Campania","Napoli","Capri","IT015063014002","Faraglioni","14.25094311","40.54316931","8/12/2020","0","/"
"Campania","Napoli","Capri","IT015063014002","Faraglioni","14.25094311","40.54316931","9/9/2020","0","/"
"Campania","Napoli","Capri","IT015063014003","Via Krupp","14.24302761","40.54609576","6/24/2020","0","/"
"Campania","Napoli","Capri","IT015063014003","Via Krupp","14.24302761","40.54609576","7/17/2020","0","/"
"Campania","Napoli","Capri","IT015063014003","Via Krupp","14.24302761","40.54609576","8/12/2020","0","/"
"Campania","Napoli","Capri","IT015063014003","Via Krupp","14.24302761","40.54609576","9/9/2020","0","/"
"Campania","Napoli","Capri","IT015063014004","Marina piccola","14.23571625","40.5450299","6/24/2020","0","/"
"Campania","Napoli","Capri","IT015063014004","Marina piccola","14.23571625","40.5450299","7/17/2020","0","/"
"Campania","Napoli","Capri","IT015063014004","Marina piccola","14.23571625","40.5450299","8/12/2020","0","/"
"Campania","Napoli","Capri","IT015063014004","Marina piccola","14.23571625","40.5450299","9/9/2020","0","/"
"Campania","Napoli","Capri","IT015063014006","Bagno di Tiberio","14.2299","40.5597","6/24/2020","360","/"
"Campania","Napoli","Capri","IT015063014006","Bagno di Tiberio","14.2299","40.5597","7/17/2020","2100","/"
"Campania","Napoli","Capri","IT015063014006","Bagno di Tiberio","14.2299","40.5597","8/12/2020","320","/"
"Campania","Napoli","Capri","IT015063014006","Bagno di Tiberio","14.2299","40.5597","9/9/2020","100","/"
"Campania","Napoli","Anacapri","IT015063004002","Punta del Pino","14.19847432","40.5373844","6/24/2020","0","/"
"Campania","Napoli","Anacapri","IT015063004002","Punta del Pino","14.19847432","40.5373844","7/17/2020","0","/"
"Campania","Napoli","Anacapri","IT015063004002","Punta del Pino","14.19847432","40.5373844","8/12/2020","0","/"
"Campania","Napoli","Anacapri","IT015063004002","Punta del Pino","14.19847432","40.5373844","9/9/2020","0","/"
"Campania","Napoli","Torre del Greco","IT015063084006","Mortelle","14.4007","40.7573","8/13/2020","/","8758"
"Campania","Napoli","Torre del Greco","IT015063084006","Mortelle","14.4007","40.7573","6/22/2020","0","/"
"Campania","Napoli","Torre del Greco","IT015063084006","Mortelle","14.4007","40.7573","7/13/2020","0","/"
"Campania","Napoli","Torre del Greco","IT015063084006","Mortelle","14.4007","40.7573","8/10/2020","280","/"
"Campania","Napoli","Torre del Greco","IT015063084006","Mortelle","14.4007","40.7573","9/7/2020","100","/"
"Campania","Napoli","Torre del Greco","IT015063084005","Litoranea sud","14.3922","40.7613","6/22/2020","0","/"
"Campania","Napoli","Torre del Greco","IT015063084005","Litoranea sud","14.3922","40.7613","7/13/2020","0","/"
"Campania","Napoli","Torre del Greco","IT015063084005","Litoranea sud","14.3922","40.7613","8/10/2020","0","/"
"Campania","Napoli","Torre del Greco","IT015063084005","Litoranea sud","14.3922","40.7613","9/7/2020","0","/"
"Campania","Napoli","Torre del Greco","IT015063084007","Staz. Di S. Maria la Bruna","14.4059","40.7546","6/22/2020","0","/"
"Campania","Napoli","Torre del Greco","IT015063084007","Staz. Di S. Maria la Bruna","14.4059","40.7546","7/13/2020","0","/"
"Campania","Napoli","Torre del Greco","IT015063084007","Staz. Di S. Maria la Bruna","14.4059","40.7546","8/10/2020","0","/"
"Campania","Napoli","Torre del Greco","IT015063084007","Staz. Di S. Maria la Bruna","14.4059","40.7546","9/7/2020","0","/"
"Campania","Salerno","Praiano","IT015065102001","Spiaggia Le Praie/La Gavitella","14.51980166","40.6142915","6/15/2020","0","/"
"Campania","Salerno","Praiano","IT015065102001","Spiaggia Le Praie/La Gavitella","14.51980166","40.6142915","7/6/2020","0","/"
"Campania","Salerno","Praiano","IT015065102001","Spiaggia Le Praie/La Gavitella","14.51980166","40.6142915","8/3/2020","0","/"
"Campania","Salerno","Praiano","IT015065102001","Spiaggia Le Praie/La Gavitella","14.51980166","40.6142915","9/1/2020","0","/"
"Campania","Salerno","Praiano","IT015065102002","Vèttica Maggiore","14.53741642","40.61079591","6/15/2020","0","/"
"Campania","Salerno","Praiano","IT015065102002","Vèttica Maggiore","14.53741642","40.61079591","7/6/2020","0","/"
"Campania","Salerno","Praiano","IT015065102002","Vèttica Maggiore","14.53741642","40.61079591","8/3/2020","0","/"
"Campania","Salerno","Praiano","IT015065102002","Vèttica Maggiore","14.53741642","40.61079591","9/1/2020","0","/"
"Campania","Salerno","Furore","IT015065053001","Sant'Elia","14.5393999","40.61318204","6/15/2020","0","/"
"Campania","Salerno","Furore","IT015065053001","Sant'Elia","14.5393999","40.61318204","7/6/2020","0","/"
"Campania","Salerno","Furore","IT015065053001","Sant'Elia","14.5393999","40.61318204","7/31/2020","0","/"
"Campania","Salerno","Furore","IT015065053001","Sant'Elia","14.5393999","40.61318204","8/4/2020","0","/"
"Campania","Salerno","Furore","IT015065053001","Sant'Elia","14.5393999","40.61318204","8/24/2020","0","/"
"Campania","Salerno","Furore","IT015065053001","Sant'Elia","14.5393999","40.61318204","9/1/2020","0","/"
"Campania","Salerno","Furore","IT015065053001","Sant'Elia","14.5393999","40.61318204","10/1/2020","0","/"
"Campania","Salerno","Conca dei Marini","IT015065044002","Marina di Conca","14.5765","40.6171","6/15/2020","0","/"
"Campania","Salerno","Conca dei Marini","IT015065044002","Marina di Conca","14.5765","40.6171","7/6/2020","2040","/"
"Campania","Salerno","Conca dei Marini","IT015065044002","Marina di Conca","14.5765","40.6171","8/4/2020","0","/"
"Campania","Salerno","Conca dei Marini","IT015065044002","Marina di Conca","14.5765","40.6171","9/1/2020","0","/"
"Campania","Salerno","Vietri sul mare","IT015065157001","Punta Fuenti","14.71318322","40.66076135","6/16/2020","0","/"
"Campania","Salerno","Vietri sul mare","IT015065157001","Punta Fuenti","14.71318322","40.66076135","7/7/2020","0","/"
"Campania","Salerno","Vietri sul mare","IT015065157001","Punta Fuenti","14.71318322","40.66076135","8/7/2020","0","/"
"Campania","Salerno","Vietri sul mare","IT015065157001","Punta Fuenti","14.71318322","40.66076135","9/2/2020","0","/"
"Campania","Salerno","Ravello","IT015065104002","Spiaggia Marmorata","14.62003671","40.64577211","6/16/2020","0","/"
"Campania","Salerno","Ravello","IT015065104002","Spiaggia Marmorata","14.62003671","40.64577211","7/7/2020","0","/"
"Campania","Salerno","Ravello","IT015065104002","Spiaggia Marmorata","14.62003671","40.64577211","8/4/2020","0","/"
"Campania","Salerno","Ravello","IT015065104002","Spiaggia Marmorata","14.62003671","40.64577211","9/2/2020","0","/"
"Campania","Salerno","Castellabate","IT015065031001","Punta Tresino","14.9508","40.3379","6/24/2020","0","/"
"Campania","Salerno","Castellabate","IT015065031001","Punta Tresino","14.9508","40.3379","7/17/2020","0","/"
"Campania","Salerno","Castellabate","IT015065031001","Punta Tresino","14.9508","40.3379","8/12/2020","0","/"
"Campania","Salerno","Castellabate","IT015065031001","Punta Tresino","14.9508","40.3379","9/9/2020","0","/"
